-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -14.984   Longitude 34.9687 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 754.03 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1981,80.35,86.2,86.23,83.08,79.57,71.64,69.94,63.2,52.32,54.33,56.26,71.53,71.16
RH2M,1982,84.1,87.17,85.31,83.66,81.08,77.62,72.76,65.67,58.61,59.63,66.19,77.62,74.89
RH2M,1983,78.72,83.04,83.43,76.97,73.34,67.12,67.02,62.11,46.6,50.02,57.71,80.92,68.88
RH2M,1984,82.6,87.98,88.22,85.29,84.15,80.82,73.86,64.92,53.32,46.79,70.88,81.15,74.95
RH2M,1985,84.86,87.98,86.71,85.21,81.05,76.26,71.68,67.37,60.12,54.88,62.89,82.81,75.09
RH2M,1986,87.84,86.93,86.23,86.54,80.31,75.53,70.0,61.33,52.3,59.07,71.92,81.8,74.92
RH2M,1987,84.82,85.55,82.82,80.65,79.88,73.2,68.55,65.48,52.6,51.58,46.15,71.05,70.15
RH2M,1988,80.65,86.29,86.07,84.26,80.58,74.6,70.93,61.1,48.85,51.8,62.31,73.02,71.67
RH2M,1989,81.24,88.84,87.78,86.74,81.46,77.38,71.32,65.77,54.76,48.71,59.87,80.78,73.64
RH2M,1990,84.73,84.45,79.7,76.72,75.69,67.77,59.87,55.23,50.41,42.37,47.87,66.92,65.88
RH2M,1991,81.5,83.36,85.42,82.33,75.07,69.58,66.28,56.41,43.24,50.71,64.27,73.52,69.24
RH2M,1992,79.33,68.4,76.03,67.25,62.39,61.62,59.15,53.83,43.09,40.79,56.11,72.25,61.7
RH2M,1993,81.78,84.45,83.59,81.4,69.64,69.71,65.49,57.15,48.06,46.84,62.56,66.72,68.01
RH2M,1994,80.08,80.2,74.59,70.88,59.47,60.93,59.56,56.78,47.12,49.64,43.9,71.27,62.8
RH2M,1995,83.02,81.1,80.69,73.75,70.69,64.77,60.18,55.74,44.49,39.45,51.55,76.09,65.07
RH2M,1996,83.34,86.94,87.73,84.09,82.13,75.89,69.81,61.43,51.55,42.78,42.8,75.49,70.31
RH2M,1997,84.06,89.51,87.28,84.93,78.81,75.97,73.24,62.21,56.62,58.31,54.08,77.88,73.51
RH2M,1998,84.64,77.76,77.79,64.7,52.99,56.02,57.25,61.29,47.09,49.67,54.9,73.91,63.13
RH2M,1999,86.6,87.78,88.31,87.05,81.15,77.71,75.83,69.18,58.35,52.8,67.75,66.88,74.87
RH2M,2000,75.94,81.6,83.29,79.97,69.46,69.51,64.75,57.09,44.93,47.35,72.72,78.89,68.74
RH2M,2001,79.81,86.1,86.26,82.47,76.5,68.3,62.71,56.88,46.74,43.98,51.31,72.32,67.69
RH2M,2002,82.27,82.51,83.11,79.36,68.72,70.2,61.17,58.09,57.36,47.67,52.67,68.31,67.53
RH2M,2003,82.54,83.4,85.52,82.35,74.98,73.66,70.96,58.44,52.21,43.91,52.43,76.87,69.71
RH2M,2004,78.68,83.72,85.41,85.6,79.41,74.99,68.54,58.11,54.17,51.86,64.67,81.55,72.19
RH2M,2005,84.75,79.72,77.87,69.17,65.62,64.93,64.03,49.71,47.23,49.64,52.31,74.8,64.93
RH2M,2006,85.43,84.57,87.46,83.67,74.46,71.9,67.25,55.78,50.45,47.01,59.27,73.92,70.02
RH2M,2007,85.44,83.36,83.26,80.07,72.97,68.56,66.3,56.04,47.63,49.6,55.31,79.2,68.93
RH2M,2008,85.45,80.84,84.81,77.65,71.68,68.85,63.42,57.08,46.07,44.07,52.27,77.31,67.45
RH2M,2009,82.82,84.44,85.75,81.59,73.76,66.69,69.3,57.31,48.47,45.44,57.49,72.65,68.74
RH2M,2010,72.82,85.98,84.76,80.03,70.03,72.7,71.73,68.4,51.45,42.13,51.07,82.72,69.41
RH2M,2011,85.78,84.61,85.09,83.76,76.37,68.18,65.02,61.96,50.64,53.46,65.24,68.24,70.62
RH2M,2012,83.55,82.95,83.07,80.61,71.41,69.25,60.7,55.7,46.93,43.17,54.06,74.46,67.12
RH2M,2013,86.46,86.27,85.63,79.89,76.27,71.36,69.43,58.36,46.28,54.33,48.27,67.95,69.15
RH2M,2014,86.33,86.41,85.08,81.69,73.82,68.36,65.3,55.72,52.84,44.01,51.52,68.31,68.18
RH2M,2015,87.89,87.46,86.88,81.49,75.58,73.2,69.92,59.81,50.83,45.84,49.96,68.25,69.68
RH2M,2016,78.34,79.45,82.55,79.9,72.69,68.58,66.64,57.41,45.89,41.04,52.87,73.8,66.58
RH2M,2017,84.89,85.44,86.52,84.97,79.17,76.06,68.88,61.76,51.16,43.25,58.55,80.18,71.67
RH2M,2018,80.53,87.33,86.92,85.35,81.43,75.39,77.52,66.66,56.17,54.5,58.8,79.44,74.12
RH2M,2019,86.65,85.71,87.3,85.02,80.52,78.08,69.14,63.21,53.06,53.77,60.01,79.94,73.48
RH2M,2020,87.06,87.76,83.52,80.31,73.93,73.34,71.08,59.18,51.71,50.54,46.45,78.38,70.26
RH2M,2021,84.58,85.27,86.9,84.71,75.36,76.81,72.69,61.35,56.59,48.5,54.48,60.68,70.57
RH2M,2022,86.75,87.23,86.82,86.16,79.42,80.81,76.9,68.45,57.79,45.62,59.76,81.13,74.67
RH2M,2023,86.6,89.11,88.17,85.19,75.94,70.2,72.84,66.0,54.41,50.56,67.46,70.96,73.03
RH2M,2024,84.39,81.27,85.61,83.62,77.97,74.83,60.19,60.61,55.18,53.79,63.8,65.91,70.55
RH2M,2025,84.19,86.34,86.67,85.37,84.65,78.63,73.76,64.32,54.35,48.27,67.11,80.53,74.45
T2M,1981,23.78,22.85,22.39,19.9,17.58,15.79,16.2,19.06,23.02,24.57,26.8,24.58,21.36
T2M,1982,23.18,22.72,22.2,20.86,17.83,17.31,16.89,18.9,21.51,24.14,24.51,24.16,21.17
T2M,1983,24.32,23.35,23.42,22.56,21.71,19.73,18.89,19.27,24.0,25.14,26.58,23.44,22.69
T2M,1984,22.75,22.3,21.82,20.49,19.07,16.66,17.04,18.33,23.46,26.7,23.86,23.37,21.32
T2M,1985,23.08,21.93,22.35,20.61,18.22,16.28,16.89,18.73,22.62,24.77,24.72,23.12,21.1
T2M,1986,22.22,22.44,22.03,21.2,18.67,15.84,16.58,18.78,22.29,25.21,24.31,23.49,21.08
T2M,1987,22.9,23.22,23.02,20.96,19.52,16.38,16.84,19.88,23.91,24.74,28.02,25.85,22.09
T2M,1988,24.29,23.02,22.87,22.15,18.61,17.93,18.39,19.63,23.43,26.36,24.14,24.2,22.08
T2M,1989,23.24,22.26,21.71,20.62,18.63,17.12,17.04,19.27,22.7,25.55,25.64,23.66,21.45
T2M,1990,23.05,22.99,22.21,22.74,20.64,19.4,18.77,20.08,22.17,26.21,27.43,25.68,22.61
T2M,1991,23.83,23.71,22.69,20.34,19.34,17.32,17.87,20.01,23.97,25.55,25.01,24.32,21.99
T2M,1992,23.83,25.06,24.26,23.63,22.48,19.81,18.22,19.53,23.7,26.52,26.47,24.74,23.17
T2M,1993,23.04,23.27,22.33,22.04,20.75,18.04,17.87,19.95,23.22,26.68,25.97,25.98,22.42
T2M,1994,23.92,22.47,23.11,22.55,20.59,18.9,18.43,20.12,23.42,25.25,27.96,24.68,22.61
T2M,1995,23.46,23.3,22.91,21.87,20.88,17.93,18.39,21.67,23.67,27.23,26.97,23.99,22.69
T2M,1996,23.15,22.93,21.81,20.07,19.48,16.79,16.66,19.33,23.84,26.25,28.82,24.37,21.95
T2M,1997,23.51,22.09,22.84,20.42,17.59,18.68,17.25,19.76,23.87,24.69,27.18,24.57,21.86
T2M,1998,24.45,24.28,24.93,23.41,22.18,19.43,19.09,20.29,23.85,26.16,27.02,24.84,23.32
T2M,1999,23.04,22.72,22.45,20.85,18.51,17.4,17.1,19.65,22.5,24.52,24.96,25.55,21.6
T2M,2000,24.76,23.8,23.12,22.19,20.33,19.17,18.31,19.82,24.25,26.01,24.58,24.12,22.53
T2M,2001,23.36,23.16,22.61,21.39,19.65,17.55,18.09,20.53,23.7,26.43,27.72,25.8,22.49
T2M,2002,23.35,22.86,22.85,21.34,19.93,18.04,20.04,21.21,23.26,26.85,26.5,25.49,22.65
T2M,2003,23.69,23.82,23.06,20.4,19.41,18.07,17.46,19.88,23.75,26.87,27.85,24.88,22.42
T2M,2004,24.37,22.92,22.96,21.37,18.6,17.52,17.66,20.99,23.5,26.31,25.68,23.53,22.11
T2M,2005,23.37,23.87,23.41,22.84,20.7,20.07,18.48,21.79,23.9,26.27,27.66,25.11,23.11
T2M,2006,23.35,23.6,22.94,21.19,19.49,17.94,18.08,20.82,22.66,27.17,26.54,25.49,22.43
T2M,2007,23.33,23.39,22.91,22.38,20.55,18.74,18.32,20.51,24.44,25.91,27.56,24.16,22.67
T2M,2008,23.24,22.63,21.65,20.48,19.91,17.6,18.41,20.44,24.16,27.28,27.94,24.36,22.34
T2M,2009,23.81,23.1,22.23,20.05,19.82,19.32,17.43,20.4,24.64,27.13,26.65,25.4,22.49
T2M,2010,25.46,23.43,23.0,23.17,21.27,18.5,18.17,18.61,22.89,27.61,28.07,23.39,22.79
T2M,2011,23.16,22.24,22.74,21.51,19.93,18.84,17.48,18.69,23.47,26.16,26.01,25.85,22.17
T2M,2012,23.23,23.58,22.9,20.3,19.73,18.81,18.05,22.16,25.09,27.47,26.98,24.58,22.73
T2M,2013,23.4,22.86,22.27,20.55,18.88,17.98,17.35,20.38,24.68,25.65,28.35,25.71,22.33
T2M,2014,23.23,23.02,22.88,21.3,20.13,18.91,19.01,21.29,23.04,26.45,27.28,25.94,22.7
T2M,2015,22.79,22.62,22.2,21.12,19.45,17.96,18.75,20.59,24.2,27.19,27.24,26.48,22.55
T2M,2016,24.58,24.71,24.26,22.12,19.01,18.1,18.47,20.91,24.38,27.55,27.81,25.34,23.09
T2M,2017,23.63,23.41,22.01,20.95,20.1,18.33,18.04,20.21,23.59,27.65,26.62,24.02,22.37
T2M,2018,23.07,23.36,23.05,21.2,19.94,17.61,17.14,19.69,24.16,24.44,25.78,24.42,21.97
T2M,2019,23.53,23.24,22.59,21.59,18.97,17.58,17.78,20.78,23.07,26.87,27.69,24.8,22.37
T2M,2020,23.42,23.47,22.44,21.85,19.52,18.09,17.46,20.83,23.76,26.69,28.52,24.9,22.57
T2M,2021,23.95,23.84,22.32,20.28,18.39,17.68,17.49,20.32,23.42,26.64,27.69,27.45,22.45
T2M,2022,22.99,23.01,22.42,22.07,18.96,17.01,17.3,19.77,22.51,26.44,26.77,23.61,21.89
T2M,2023,22.97,23.26,22.39,21.2,19.49,19.12,17.78,20.23,24.84,27.79,25.81,26.49,22.61
T2M,2024,23.4,24.15,23.46,21.78,19.63,18.21,19.03,20.79,23.34,25.4,26.92,26.81,22.74
T2M,2025,24.25,24.1,22.53,22.18,19.55,18.21,16.98,18.85,24.03,26.13,25.5,23.93,22.17
T2M_MAX,1981,29.57,27.9,28.02,28.27,25.94,26.1,26.88,32.35,35.04,37.12,39.21,34.67,39.21
T2M_MAX,1982,29.26,29.3,29.87,27.42,27.1,26.01,26.34,30.01,31.57,35.97,35.66,33.66,35.97
T2M_MAX,1983,32.06,29.78,29.48,31.7,31.11,29.68,28.1,32.03,35.38,35.42,37.54,32.02,37.54
T2M_MAX,1984,29.85,28.3,27.51,27.08,26.74,24.91,25.42,29.26,34.84,36.39,36.46,33.36,36.46
T2M_MAX,1985,29.35,27.56,28.37,26.85,27.48,24.94,27.49,27.81,32.15,35.37,37.07,29.37,37.07
T2M_MAX,1986,28.08,28.82,29.43,27.69,25.92,26.43,27.7,30.21,34.35,36.6,33.78,32.11,36.6
T2M_MAX,1987,28.93,29.01,28.63,29.0,28.2,27.99,28.39,31.05,34.88,35.54,37.98,34.91,37.98
T2M_MAX,1988,31.6,29.2,29.25,28.7,27.45,26.54,28.44,33.43,36.76,36.82,36.51,34.09,36.82
T2M_MAX,1989,30.48,28.52,29.18,27.16,25.97,25.49,26.98,31.14,36.48,35.96,37.59,31.38,37.59
T2M_MAX,1990,29.46,29.96,29.39,31.13,29.63,30.73,28.63,32.42,35.22,37.85,39.0,36.1,39.0
T2M_MAX,1991,30.02,29.86,29.97,29.47,27.81,28.85,29.52,31.91,34.96,36.48,36.08,35.98,36.48
T2M_MAX,1992,31.29,37.08,33.53,32.32,32.62,30.53,28.51,32.23,34.48,37.15,37.09,34.66,37.15
T2M_MAX,1993,31.0,29.75,28.78,28.77,29.89,28.65,27.96,31.86,34.91,35.88,37.01,36.14,37.01
T2M_MAX,1994,34.24,30.29,32.17,33.11,31.41,31.29,30.85,33.19,37.15,35.98,38.99,35.31,38.99
T2M_MAX,1995,30.74,30.77,30.58,32.87,31.72,29.33,29.83,33.69,35.23,37.65,37.39,34.26,37.65
T2M_MAX,1996,30.07,28.51,29.03,28.49,26.6,26.29,26.64,31.42,35.81,37.01,38.4,36.04,38.4
T2M_MAX,1997,30.09,27.76,28.17,27.83,27.79,27.29,27.39,31.21,36.69,35.51,39.45,33.22,39.45
T2M_MAX,1998,29.9,33.79,32.88,34.2,36.54,33.05,29.69,33.06,34.27,36.26,37.11,34.19,37.11
T2M_MAX,1999,29.2,29.22,27.72,27.54,27.22,26.85,25.98,29.93,34.52,37.91,33.37,35.7,37.91
T2M_MAX,2000,35.81,30.42,29.89,29.72,30.17,27.86,29.61,31.45,34.24,37.03,34.25,31.64,37.03
T2M_MAX,2001,31.45,29.99,28.73,28.19,29.41,26.61,30.2,33.71,35.45,36.91,37.08,36.45,37.08
T2M_MAX,2002,30.01,30.12,29.32,28.67,30.61,29.84,30.23,31.52,36.4,36.91,38.38,35.76,38.38
T2M_MAX,2003,30.61,30.11,30.27,28.6,29.06,28.1,27.72,32.74,34.53,38.02,38.04,32.92,38.04
T2M_MAX,2004,33.45,29.87,28.54,27.86,27.52,26.97,29.39,31.87,36.84,38.02,36.2,30.22,38.02
T2M_MAX,2005,29.93,31.4,31.63,32.41,31.24,30.6,29.4,32.94,36.58,38.08,38.62,34.17,38.62
T2M_MAX,2006,29.31,29.31,29.41,28.09,29.72,28.75,28.47,32.74,36.02,38.15,38.91,34.16,38.91
T2M_MAX,2007,29.63,30.66,30.4,31.31,32.11,31.18,32.29,34.65,37.83,35.67,38.43,33.2,38.43
T2M_MAX,2008,29.29,29.31,28.24,30.1,30.57,27.47,31.13,33.72,35.89,36.73,39.34,33.53,39.34
T2M_MAX,2009,30.18,28.34,28.66,28.25,28.7,29.57,29.09,31.25,35.08,36.69,37.67,36.2,37.67
T2M_MAX,2010,35.08,29.28,29.09,31.04,30.76,28.49,28.8,29.16,34.12,38.44,37.9,31.62,38.44
T2M_MAX,2011,28.41,28.29,28.37,29.16,29.31,29.13,29.76,29.64,34.46,39.92,40.51,37.18,40.51
T2M_MAX,2012,29.87,29.63,29.33,28.66,28.26,29.76,29.76,32.52,36.78,38.25,37.82,36.22,38.25
T2M_MAX,2013,30.19,29.54,28.94,29.09,27.89,27.93,28.85,33.97,37.19,38.18,39.2,37.58,39.2
T2M_MAX,2014,29.2,29.36,28.83,28.68,29.25,29.62,29.76,34.45,35.5,38.01,37.67,37.84,38.01
T2M_MAX,2015,28.69,29.24,28.26,28.62,27.25,27.17,31.15,31.09,35.82,36.69,39.56,38.2,39.56
T2M_MAX,2016,34.64,31.69,31.02,29.17,27.95,26.82,30.51,33.47,34.8,38.04,38.65,36.7,38.65
T2M_MAX,2017,31.49,29.17,29.09,27.89,28.39,27.21,28.57,31.8,35.54,39.38,39.09,33.61,39.38
T2M_MAX,2018,31.71,29.62,29.15,27.69,27.57,26.86,26.73,30.32,34.78,37.09,37.58,34.3,37.58
T2M_MAX,2019,29.17,30.1,29.05,28.9,26.64,25.96,28.37,32.39,35.24,39.58,38.65,32.83,39.58
T2M_MAX,2020,30.26,30.34,29.47,29.77,29.97,28.81,29.09,33.87,35.92,36.63,39.25,33.01,39.25
T2M_MAX,2021,29.94,29.92,28.54,27.56,27.39,26.21,28.0,32.12,35.29,38.26,39.32,37.39,39.32
T2M_MAX,2022,29.13,28.92,29.17,28.55,27.62,26.94,26.17,30.99,33.88,37.54,36.32,33.82,37.54
T2M_MAX,2023,29.2,29.84,28.59,27.68,27.3,28.3,29.48,32.55,35.43,39.08,37.28,36.74,39.08
T2M_MAX,2024,30.53,31.36,30.08,30.54,28.1,30.1,30.47,31.53,36.32,37.95,38.17,35.7,38.17
T2M_MAX,2025,31.5,29.66,28.09,29.41,28.65,27.51,25.23,30.78,36.69,38.73,37.81,32.55,38.73
T2M_MIN,1981,17.96,16.39,15.28,12.03,10.68,7.38,8.05,8.95,10.12,13.79,17.27,13.87,7.38
T2M_MIN,1982,15.14,14.55,15.44,12.79,10.28,9.73,7.81,10.11,11.41,13.41,13.67,16.15,7.81
T2M_MIN,1983,18.61,15.5,15.3,14.86,14.12,11.52,8.54,8.93,12.42,13.93,17.83,17.21,8.54
T2M_MIN,1984,16.11,15.63,14.89,12.77,11.31,8.61,9.83,9.15,11.42,16.73,15.41,18.55,8.61
T2M_MIN,1985,17.6,16.47,15.89,13.94,10.53,7.87,6.56,8.93,13.46,15.39,16.56,16.84,6.56
T2M_MIN,1986,18.0,16.2,16.28,15.43,11.13,8.37,9.23,9.19,10.43,14.84,16.05,16.11,8.37
T2M_MIN,1987,14.75,18.47,16.49,12.77,11.31,8.77,8.05,10.89,14.31,13.49,16.46,19.85,8.05
T2M_MIN,1988,16.87,15.45,14.43,14.89,11.37,10.42,8.88,9.73,12.26,15.83,13.45,16.46,8.88
T2M_MIN,1989,17.31,14.4,15.63,13.32,11.73,8.85,9.18,9.36,11.97,14.19,16.62,16.12,8.85
T2M_MIN,1990,17.99,15.53,15.11,14.65,11.34,10.8,9.63,10.09,10.52,14.06,14.96,17.93,9.63
T2M_MIN,1991,17.46,18.6,15.56,12.84,10.72,8.26,9.2,10.11,12.92,11.56,14.93,18.15,8.26
T2M_MIN,1992,16.83,17.05,16.91,16.0,13.85,11.82,10.62,8.59,13.08,14.2,14.09,16.7,8.59
T2M_MIN,1993,16.55,18.63,17.0,14.7,12.35,10.28,8.78,9.57,11.88,16.83,18.14,17.74,8.78
T2M_MIN,1994,16.64,15.37,14.09,13.04,10.88,10.33,9.77,9.97,12.53,13.49,17.13,13.79,9.77
T2M_MIN,1995,17.33,15.68,15.46,11.96,10.41,9.57,9.13,10.91,12.16,16.76,16.26,16.59,9.13
T2M_MIN,1996,17.22,17.97,14.1,12.6,12.41,8.91,8.4,8.58,13.3,15.14,18.98,18.24,8.4
T2M_MIN,1997,19.31,16.73,16.95,13.26,10.21,11.43,9.17,10.21,13.72,14.15,15.36,17.79,9.17
